Date,Open,High,Low,Close,Volume
8-Jun-12,174.10,176.00,153.40,154.00,131040
7-Jun-12,160.40,174.50,158.40,171.80,171485
6-Jun-12,193.50,196.40,176.00,176.50,142049
5-Jun-12,220.20,220.70,202.80,206.20,141431
4-Jun-12,224.90,240.90,214.70,216.00,183472
1-Jun-12,231.00,236.00,218.90,234.70,234574
31-May-12,198.20,218.70,186.70,200.20,183292
30-May-12,182.00,195.70,181.70,195.70,115568
29-May-12,180.50,186.60,171.70,172.60,128691
25-May-12,195.00,197.00,189.00,190.70,110071
24-May-12,189.70,210.00,187.30,194.80,179657
23-May-12,209.30,221.80,188.10,192.10,179354
22-May-12,180.50,211.00,165.00,198.60,121541
21-May-12,237.50,243.70,185.30,185.60,148548
18-May-12,210.00,248.70,206.80,240.80,177962
17-May-12,192.20,213.20,187.10,213.20,178359
16-May-12,176.20,196.00,170.40,194.20,144340
15-May-12,166.50,183.20,160.00,181.90,157012
14-May-12,160.70,166.20,157.00,165.90,159638
11-May-12,151.00,152.00,139.30,148.00,162186
10-May-12,145.20,149.10,140.70,144.20,146287
9-May-12,156.90,163.30,145.80,154.50,180272
8-May-12,146.60,161.20,141.70,142.70,161216
7-May-12,152.30,153.20,137.30,140.20,97232
4-May-12,135.90,149.40,135.50,145.40,120060
3-May-12,126.20,136.70,124.30,133.40,83954
2-May-12,131.40,134.00,125.60,127.80,75988
1-May-12,133.70,134.10,122.50,125.50,72639
30-Apr-12,131.80,135.60,130.00,134.10,46600
27-Apr-12,128.10,133.50,126.20,128.50,56128
26-Apr-12,140.00,140.50,126.90,129.30,81756
25-Apr-12,145.70,146.50,138.70,139.20,100669
24-Apr-12,165.00,166.40,158.10,158.10,68053
23-Apr-12,171.10,178.00,164.50,165.60,92471
20-Apr-12,159.90,160.20,152.90,156.30,94240
19-Apr-12,163.60,176.50,156.00,166.80,98100
18-Apr-12,163.70,168.00,155.80,163.70,44484
17-Apr-12,166.80,168.00,155.30,159.80,61469
16-Apr-12,172.00,191.80,168.80,178.90,80938
13-Apr-12,166.50,186.20,166.50,185.70,56095
12-Apr-12,199.70,200.40,167.80,168.90,63778
11-Apr-12,192.50,206.40,188.60,204.00,47238
10-Apr-12,186.60,214.90,181.40,214.70,92714
9-Apr-12,183.90,185.00,171.00,185.00,68428
5-Apr-12,164.90,166.00,155.60,163.40,46612
4-Apr-12,164.90,172.40,154.40,157.50,52626
3-Apr-12,143.80,158.50,141.70,150.50,36295
2-Apr-12,147.30,148.20,135.00,145.20,41048
30-Mar-12,140.70,152.30,140.00,145.60,51163
29-Mar-12,173.90,173.90,150.30,153.80,52958
28-Mar-12,151.80,182.00,147.60,154.00,77604
27-Mar-12,131.40,153.10,130.70,152.60,43807
26-Mar-12,144.90,145.00,126.40,127.80,49197
23-Mar-12,180.00,185.40,155.50,157.00,58296
22-Mar-12,192.60,199.00,177.80,181.70,66007
21-Mar-12,189.20,195.00,173.50,177.80,66121
20-Mar-12,227.50,230.30,197.20,197.20,66676
19-Mar-12,244.20,246.40,214.60,217.90,68701
16-Mar-12,245.00,253.90,244.00,247.10,32457
15-Mar-12,262.40,266.00,248.80,248.90,49946
14-Mar-12,238.50,269.00,237.00,256.90,49461
13-Mar-12,250.00,254.30,237.40,241.60,57218
12-Mar-12,285.00,285.70,263.90,265.90,49020
9-Mar-12,295.90,297.00,280.60,292.90,43320
8-Mar-12,313.00,316.50,301.10,305.10,38245
7-Mar-12,59.70,60.40,55.20,55.40,107971
6-Mar-12,59.90,62.20,57.80,61.30,134527
5-Mar-12,54.50,55.30,52.70,53.20,92155
2-Mar-12,52.60,54.20,51.90,53.70,57028
1-Mar-12,54.40,54.80,52.10,53.00,61284
29-Feb-12,55.20,57.50,52.90,55.40,103760
28-Feb-12,59.60,59.60,56.50,56.90,59675
27-Feb-12,61.30,61.70,54.80,58.50,97728
24-Feb-12,52.10,57.70,51.40,57.30,84825
23-Feb-12,61.40,62.30,52.80,53.60,39514
22-Feb-12,65.70,65.80,61.10,61.30,27306
21-Feb-12,63.40,66.60,63.40,64.80,16600
17-Feb-12,64.60,68.20,63.50,66.00,27512
16-Feb-12,75.80,77.70,66.30,66.80,33066
15-Feb-12,66.30,73.60,66.30,72.70,43370
14-Feb-12,63.50,72.90,63.40,65.30,30066
13-Feb-12,65.00,66.50,61.60,61.60,13454
10-Feb-12,68.90,80.10,67.40,72.60,13333
9-Feb-12,57.00,62.00,56.10,62.00,16531
8-Feb-12,54.00,56.90,53.50,56.50,10786
7-Feb-12,53.60,55.30,53.10,54.00,12333
6-Feb-12,55.40,55.50,53.00,53.00,9070
3-Feb-12,55.70,56.40,54.40,54.40,19181
2-Feb-12,62.40,62.90,60.70,60.70,16107
1-Feb-12,65.50,66.40,62.90,64.70,14403
31-Jan-12,65.50,69.70,65.00,68.30,12593
30-Jan-12,69.40,70.20,66.70,68.40,12912
27-Jan-12,69.30,69.70,64.00,64.60,22896
26-Jan-12,64.70,68.70,64.10,67.40,20628
25-Jan-12,74.10,75.30,67.00,67.30,34107
24-Jan-12,76.60,76.90,72.80,73.50,17454
23-Jan-12,76.90,77.60,72.00,73.10,23852
20-Jan-12,82.70,83.20,76.70,77.10,20768
19-Jan-12,84.30,85.60,81.60,82.00,24108
18-Jan-12,92.20,94.20,86.50,86.80,15605
17-Jan-12,88.70,94.10,85.80,93.40,10758
13-Jan-12,-,-,-,94.80,0
12-Jan-12,91.70,98.40,89.90,90.00,10461
11-Jan-12,91.30,93.00,90.90,92.40,7653
